#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2532470	6667	7157	112550	113010	-	-	SP1	TP53	-	BCC7|LFS1|P53|TRP53	Reconstituted Complex	physical	Koutsodontis G (2005)	PUBMED:15790310	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P08047	-	NP_003100|NP_612482|NP_001238754	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532471	6670	7157	112553	113010	-	-	SP3	TP53	SPR2	BCC7|LFS1|P53|TRP53	Reconstituted Complex	physical	Koutsodontis G (2005)	PUBMED:15790310	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q02447	B7ZLN9|Q59FX5|Q86TP0	NP_001017371|NP_003102|NP_001166183	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532472	6667	7157	112550	113010	-	-	SP1	TP53	-	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Koutsodontis G (2005)	PUBMED:15790310	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P08047	-	NP_003100|NP_612482|NP_001238754	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532473	6670	7157	112553	113010	-	-	SP3	TP53	SPR2	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Koutsodontis G (2005)	PUBMED:15790310	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q02447	B7ZLN9|Q59FX5|Q86TP0	NP_001017371|NP_003102|NP_001166183	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532573	7157	1387	113010	107777	-	-	TP53	CREBBP	BCC7|LFS1|P53|TRP53	CBP|KAT3A|RSTS	Reconstituted Complex	physical	Lee CW (2009)	PUBMED:19220000	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q92793	-	NP_001073315|NP_004371	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532601	7157	7443	113010	113282	-	-	TP53	VRK1	BCC7|LFS1|P53|TRP53	PCH1|PCH1A	Affinity Capture-Western	physical	Lopez-Sanchez I (2014)	PUBMED:24492002	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q99986	-	NP_003375	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532602	7443	7157	113282	113010	-	-	VRK1	TP53	PCH1|PCH1A	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Lopez-Sanchez I (2014)	PUBMED:24492002	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q99986	-	NP_003375	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532603	7157	7443	113010	113282	-	-	TP53	VRK1	BCC7|LFS1|P53|TRP53	PCH1|PCH1A	Reconstituted Complex	physical	Lopez-Sanchez I (2014)	PUBMED:24492002	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q99986	-	NP_003375	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532628	5479	7157	111475	113010	-	-	PPIB	TP53	CYP-S1|CYPB|HEL-S-39|OI9|SCYLP	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Choi TG (2018)	PUBMED:29876924	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P23284	-	NP_000933	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532631	4193	7157	110358	113010	-	-	MDM2	TP53	ACTFS|HDMX|hdm2	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Choi TG (2018)	PUBMED:29876924	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q00987	A7UKX8|Q96DS0|A7UKX9|A7UKX7|G3XA89	NP_001354919|NP_001265391|NP_002383|NP_001138811|NP_001138812|NP_001138809	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532632	7157	4193	113010	110358	-	-	TP53	MDM2	BCC7|LFS1|P53|TRP53	ACTFS|HDMX|hdm2	Affinity Capture-Western	physical	Choi TG (2018)	PUBMED:29876924	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q00987	A7UKX8|Q96DS0|A7UKX9|A7UKX7|G3XA89	NP_001354919|NP_001265391|NP_002383|NP_001138811|NP_001138812|NP_001138809	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532633	7157	5479	113010	111475	-	-	TP53	PPIB	BCC7|LFS1|P53|TRP53	CYP-S1|CYPB|HEL-S-39|OI9|SCYLP	Affinity Capture-Western	physical	Choi TG (2018)	PUBMED:29876924	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P23284	-	NP_000933	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532635	5479	7157	111475	113010	-	-	PPIB	TP53	CYP-S1|CYPB|HEL-S-39|OI9|SCYLP	BCC7|LFS1|P53|TRP53	Reconstituted Complex	physical	Choi TG (2018)	PUBMED:29876924	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P23284	-	NP_000933	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532641	7157	836	113010	107286	-	-	TP53	CASP3	BCC7|LFS1|P53|TRP53	CPP32|CPP32B|SCA-1	Affinity Capture-MS	physical	Frank AK (2011)	PUBMED:21307660	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P42574	-	NP_116786|NP_001341709|NP_001341708|NP_004337|NP_001341710|NP_001341711|NP_001341712|NP_001341713|NP_001341706	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532642	836	7157	107286	113010	-	-	CASP3	TP53	CPP32|CPP32B|SCA-1	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Frank AK (2011)	PUBMED:21307660	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42574	-	NP_116786|NP_001341709|NP_001341708|NP_004337|NP_001341710|NP_001341711|NP_001341712|NP_001341713|NP_001341706	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532643	6908	7157	112771	113010	RP1-191N21.3	-	TBP	TP53	GTF2D|GTF2D1|HDL4|SCA17|TFIID	BCC7|LFS1|P53|TRP53	Reconstituted Complex	physical	Chen X (1993)	PUBMED:8405994	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P20226	Q32MN7	NP_001165556|NP_003185	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532793	10987	7157	116183	113010	-	-	COPS5	TP53	CSN5|JAB1|MOV-34|SGN5	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Lee EW (2017)	PUBMED:28539160	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92905	A0A024R7W9	NP_006828	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532854	1452	7157	107836	113010	-	-	CSNK1A1	TP53	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	BCC7|LFS1|P53|TRP53	Affinity Capture-MS	physical	Cai J (2018)	PUBMED:29593330	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532921	7157	4193	113010	110358	-	-	TP53	MDM2	BCC7|LFS1|P53|TRP53	ACTFS|HDMX|hdm2	Reconstituted Complex	physical	Sakaguchi K (2000)	PUBMED:10734067	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q00987	A7UKX8|Q96DS0|A7UKX9|A7UKX7|G3XA89	NP_001354919|NP_001265391|NP_002383|NP_001138811|NP_001138812|NP_001138809	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2532922	1452	7157	107836	113010	-	-	CSNK1A1	TP53	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	BCC7|LFS1|P53|TRP53	Biochemical Activity	physical	Sakaguchi K (2000)	PUBMED:10734067	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533205	11155	7157	116326	113010	-	-	LDB3	TP53	CMD1C|CMPD3|CYPHER|LDB3Z1|LDB3Z4|LVNC3|MFM4|ORACLE|PDLIM6|ZASP	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Martinelli VC (2014)	PUBMED:24647531	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O75112	V5T7C5	NP_001073583|NP_001165081|NP_001165082|NP_001073585|NP_001073584|NP_009009	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533206	7157	11155	113010	116326	-	-	TP53	LDB3	BCC7|LFS1|P53|TRP53	CMD1C|CMPD3|CYPHER|LDB3Z1|LDB3Z4|LVNC3|MFM4|ORACLE|PDLIM6|ZASP	Affinity Capture-Western	physical	Martinelli VC (2014)	PUBMED:24647531	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	O75112	V5T7C5	NP_001073583|NP_001165081|NP_001165082|NP_001073585|NP_001073584|NP_009009	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533207	7157	11155	113010	116326	-	-	TP53	LDB3	BCC7|LFS1|P53|TRP53	CMD1C|CMPD3|CYPHER|LDB3Z1|LDB3Z4|LVNC3|MFM4|ORACLE|PDLIM6|ZASP	Far Western	physical	Martinelli VC (2014)	PUBMED:24647531	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	O75112	V5T7C5	NP_001073583|NP_001165081|NP_001165082|NP_001073585|NP_001073584|NP_009009	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533388	6880	7157	112743	113010	AD-004	-	TAF9	TP53	MGC:5067|STAF31/32|TAF2G|TAFII-31|TAFII-32|TAFII31|TAFII32|TAFIID32	BCC7|LFS1|P53|TRP53	Reconstituted Complex	physical	Yoon JW (2015)	PUBMED:26282181	9606	9606	Low Throughput	-	-	PLA assay	-	BIOGRID	Q16594	-	NP_001015892|NP_003178	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533401	7157	7341	113010	113188	-	OK/SW-cl.43	TP53	SUMO1	BCC7|LFS1|P53|TRP53	DAP1|GMP1|OFC10|PIC1|SENP2|SMT3|SMT3C|SMT3H3|UBL1	Affinity Capture-Western	physical	Santiago A (2013)	PUBMED:23825024	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P63165	A0A024R3Z2	NP_001358323|NP_001358322|NP_001358321|NP_001005782|NP_001005781|NP_003343	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533402	7514	7157	113348	113010	-	-	XPO1	TP53	CRM1|emb|exp1	BCC7|LFS1|P53|TRP53	Two-hybrid	physical	Santiago A (2013)	PUBMED:23825024	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14980	B3KWD0	NP_003391	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533404	1457	7157	107841	113010	-	-	CSNK2A1	TP53	CK2A1|CKII|CSNK2A3	BCC7|LFS1|P53|TRP53	Biochemical Activity	physical	Keller DM (2002)	PUBMED:12393879	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P68400	-	NP_808228|NP_001886|NP_001349700|NP_001349699|NP_808227	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533411	1459	7157	107842	113010	-	-	CSNK2A2	TP53	CK2A2|CSNK2A1	BCC7|LFS1|P53|TRP53	Biochemical Activity	physical	Keller DM (2002)	PUBMED:12393879	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P19784	-	NP_001887	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533412	1460	7157	107843	113010	DADB-127H9.2	-	CSNK2B	TP53	CK2B|CK2N|CSK2B|G5A	BCC7|LFS1|P53|TRP53	Biochemical Activity	physical	Keller DM (2002)	PUBMED:12393879	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P67870	N0E4C7	NP_001269314|NP_001311	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533432	9891	7157	115221	113010	-	-	NUAK1	TP53	ARK5	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Hou X (2011)	PUBMED:21317932	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60285	A0A024RBL3	NP_055655	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533433	9891	7157	115221	113010	-	-	NUAK1	TP53	ARK5	BCC7|LFS1|P53|TRP53	Biochemical Activity	physical	Hou X (2011)	PUBMED:21317932	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O60285	A0A024RBL3	NP_055655	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533434	9891	7157	115221	113010	-	-	NUAK1	TP53	ARK5	BCC7|LFS1|P53|TRP53	Co-localization	physical	Hou X (2011)	PUBMED:21317932	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60285	A0A024RBL3	NP_055655	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533439	5591	7157	111577	113010	-	-	PRKDC	TP53	DNA-PKcs|DNAPK|DNPK1|HYRC|HYRC1|IMD26|XRCC7|p350	BCC7|LFS1|P53|TRP53	Biochemical Activity	physical	Dumaz N (1999)	PUBMED:10601022	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P78527	-	NP_001075109|NP_008835	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533440	7157	6908	113010	112771	-	RP1-191N21.3	TP53	TBP	BCC7|LFS1|P53|TRP53	GTF2D|GTF2D1|HDL4|SCA17|TFIID	Affinity Capture-Western	physical	Dumaz N (1999)	PUBMED:10601022	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P20226	Q32MN7	NP_001165556|NP_003185	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533441	7157	6880	113010	112743	-	AD-004	TP53	TAF9	BCC7|LFS1|P53|TRP53	MGC:5067|STAF31/32|TAF2G|TAFII-31|TAFII-32|TAFII31|TAFII32|TAFIID32	Affinity Capture-Western	physical	Dumaz N (1999)	PUBMED:10601022	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q16594	-	NP_001015892|NP_003178	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533442	7157	4193	113010	110358	-	-	TP53	MDM2	BCC7|LFS1|P53|TRP53	ACTFS|HDMX|hdm2	Affinity Capture-Western	physical	Dumaz N (1999)	PUBMED:10601022	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q00987	A7UKX8|Q96DS0|A7UKX9|A7UKX7|G3XA89	NP_001354919|NP_001265391|NP_002383|NP_001138811|NP_001138812|NP_001138809	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533443	2033	7157	108347	113010	RP1-85F18.1	-	EP300	TP53	KAT3B|RSTS2|p300	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Dumaz N (1999)	PUBMED:10601022	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q09472	Q7Z6C1	NP_001349772|NP_001420	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533452	4869	7157	110929	113010	-	-	NPM1	TP53	B23|NPM	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Li J (2004)	PUBMED:15310764	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P06748	-	NP_001032827|NP_954654|NP_001341938|NP_001341939|NP_001341935|NP_002511|NP_001341936	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
